Date,Open,High,Low,Close,Adj Close,Volume
2021-08-27,596.0,600.0,593.0,599.0,568.7510986328125,27105651
2021-08-30,602.0,605.0,599.0,605.0,574.4481201171875,36575609
2021-08-31,604.0,614.0,598.0,614.0,582.99365234375,52721470
2021-09-01,614.0,614.0,608.0,613.0,582.0440673828125,30092045
2021-09-02,613.0,615.0,607.0,607.0,576.3470458984375,24112463
2021-09-03,610.0,620.0,610.0,620.0,588.6906127929688,51562454
2021-09-06,623.0,638.0,621.0,631.0,599.1350708007812,55589014
2021-09-07,634.0,634.0,623.0,623.0,591.5391235351562,26526056
2021-09-08,622.0,627.0,612.0,619.0,587.7411499023438,37817737
2021-09-09,612.0,620.0,610.0,619.0,587.7411499023438,18735512
2021-09-10,615.0,623.0,614.0,622.0,590.589599609375,16304725
2021-09-13,619.0,620.0,613.0,615.0,583.9431762695312,15198774
2021-09-14,618.0,618.0,612.0,613.0,582.0440673828125,14441901
2021-09-15,610.0,613.0,607.0,607.0,576.3470458984375,23433501
2021-09-16,603.0,607.0,599.0,600.0,572.2933349609375,22467022
2021-09-17,600.0,610.0,599.0,600.0,572.2933349609375,40717715
2021-09-22,586.0,589.0,583.0,586.0,558.9397583007812,40642293
2021-09-23,588.0,593.0,588.0,588.0,560.8474731445312,21696296
2021-09-24,591.0,598.0,590.0,598.0,570.3856811523438,16736973
2021-09-27,600.0,602.0,593.0,602.0,574.2009887695312,19464241
2021-09-28,595.0,596.0,592.0,594.0,566.5704956054688,16707080
2021-09-29,580.0,583.0,577.0,580.0,553.2168579101562,49310524
2021-09-30,580.0,585.0,575.0,580.0,553.2168579101562,30465107
2021-10-01,579.0,579.0,571.0,574.0,547.4940795898438,36704493
2021-10-04,574.0,575.0,569.0,572.0,545.5862426757812,20957803
2021-10-05,562.0,572.0,560.0,572.0,545.5862426757812,33824024
2021-10-06,573.0,574.0,565.0,571.0,544.6324462890625,32508846
2021-10-07,575.0,582.0,572.0,580.0,553.2168579101562,27933054
2021-10-08,582.0,583.0,573.0,575.0,548.4478149414062,18279079
2021-10-12,570.0,575.0,564.0,575.0,548.4478149414062,26522907
2021-10-13,572.0,575.0,570.0,571.0,544.6324462890625,18914374
2021-10-14,579.0,579.0,573.0,573.0,546.5402221679688,13916927
2021-10-15,592.0,600.0,586.0,600.0,572.2933349609375,53150216
2021-10-18,604.0,604.0,590.0,590.0,562.7550659179688,19158568
2021-10-19,598.0,600.0,593.0,600.0,572.2933349609375,17386359
2021-10-20,603.0,604.0,597.0,598.0,570.3856811523438,16372520
2021-10-21,602.0,603.0,595.0,596.0,568.4780883789062,16169014
2021-10-22,600.0,602.0,594.0,600.0,572.2933349609375,13995403
2021-10-25,597.0,597.0,590.0,593.0,565.6165161132812,16785568
2021-10-26,595.0,600.0,593.0,599.0,571.3395385742188,19998808
2021-10-27,598.0,599.0,594.0,599.0,571.3395385742188,14961858
2021-10-28,598.0,598.0,591.0,595.0,567.5242919921875,16570044
2021-10-29,595.0,596.0,589.0,590.0,562.7550659179688,25763960
2021-11-01,591.0,593.0,590.0,590.0,562.7550659179688,16089351
2021-11-02,594.0,597.0,590.0,592.0,564.6627807617188,15192404
2021-11-03,597.0,597.0,592.0,592.0,564.6627807617188,10224009
2021-11-04,592.0,594.0,585.0,587.0,559.8936767578125,17932145
2021-11-05,598.0,600.0,595.0,600.0,572.2933349609375,33270827
2021-11-08,600.0,602.0,598.0,602.0,574.2009887695312,19752355
2021-11-09,611.0,617.0,610.0,611.0,582.7853393554688,39538660
2021-11-10,611.0,612.0,608.0,612.0,583.7391967773438,16027674
2021-11-11,600.0,606.0,600.0,606.0,578.0162963867188,18463848
2021-11-12,610.0,611.0,602.0,604.0,576.1087036132812,15821327
2021-11-15,609.0,611.0,607.0,608.0,579.9240112304688,15551452
2021-11-16,612.0,612.0,608.0,610.0,581.83154296875,20917108
2021-11-17,615.0,615.0,608.0,610.0,581.83154296875,19717852
2021-11-18,613.0,614.0,607.0,613.0,584.6929931640625,20030651
2021-11-19,622.0,623.0,617.0,618.0,589.462158203125,35554348
2021-11-22,618.0,618.0,615.0,615.0,586.6007690429688,20312168
2021-11-23,615.0,615.0,611.0,612.0,583.7391967773438,19431694
2021-11-24,612.0,612.0,602.0,603.0,575.15478515625,20391940
2021-11-25,605.0,607.0,601.0,603.0,575.15478515625,11888265
2021-11-26,598.0,601.0,592.0,596.0,568.4780883789062,26588102
2021-11-29,594.0,598.0,591.0,593.0,565.6165161132812,23379558
2021-11-30,597.0,600.0,591.0,596.0,568.4780883789062,62021697
2021-12-01,596.0,603.0,594.0,600.0,572.2933349609375,21403404
2021-12-02,605.0,615.0,602.0,615.0,586.6007690429688,45125742
2021-12-03,614.0,614.0,606.0,608.0,579.9240112304688,23045832
2021-12-06,603.0,609.0,600.0,600.0,572.2933349609375,23589363
2021-12-07,602.0,607.0,597.0,607.0,578.9700927734375,18606530
2021-12-08,614.0,614.0,602.0,602.0,574.2009887695312,20801543
2021-12-09,606.0,608.0,602.0,608.0,579.9240112304688,11039070
2021-12-10,605.0,608.0,602.0,605.0,577.0625,10497451
2021-12-13,609.0,610.0,601.0,601.0,573.2471923828125,17711657
2021-12-14,598.0,600.0,597.0,599.0,571.3395385742188,22579034
2021-12-15,597.0,601.0,596.0,600.0,572.2933349609375,21827730
2021-12-16,605.0,605.0,601.0,605.0,579.7195434570312,21809022
2021-12-17,601.0,607.0,599.0,607.0,581.6359252929688,24105733
2021-12-20,607.0,607.0,598.0,598.0,573.0120239257812,21381070
2021-12-21,597.0,600.0,595.0,597.0,572.0538330078125,17001461
2021-12-22,598.0,601.0,598.0,600.0,574.928466796875,9831802
2021-12-23,607.0,608.0,602.0,606.0,580.6777954101562,16654439
2021-12-24,606.0,609.0,604.0,604.0,578.7614135742188,11059689
2021-12-27,604.0,610.0,604.0,606.0,580.6777954101562,16259872
2021-12-28,610.0,615.0,610.0,615.0,589.3017578125,33892718
2021-12-29,615.0,619.0,614.0,616.0,590.2599487304688,24518766
2021-12-30,619.0,620.0,615.0,615.0,589.3017578125,19681276
2022-01-03,619.0,632.0,618.0,631.0,604.633056640625,69089158
2022-01-04,645.0,656.0,644.0,656.0,628.5884399414062,79434666
2022-01-05,669.0,669.0,646.0,650.0,622.8392333984375,69593809
2022-01-06,638.0,646.0,636.0,644.0,617.08984375,53210211
2022-01-07,643.0,646.0,632.0,634.0,607.5076904296875,38249908
2022-01-10,628.0,645.0,627.0,643.0,616.1317749023438,38289770
2022-01-11,646.0,651.0,639.0,651.0,623.7973022460938,33196585
2022-01-12,657.0,660.0,650.0,660.0,632.4212646484375,38860063
2022-01-13,658.0,662.0,655.0,661.0,633.3795166015625,38137411
2022-01-14,673.0,673.0,661.0,672.0,643.9198608398438,95200777
2022-01-17,685.0,688.0,678.0,683.0,654.460205078125,59614236
2022-01-18,678.0,681.0,662.0,662.0,634.3377685546875,43593330
2022-01-19,652.0,660.0,651.0,654.0,626.6720581054688,40381333
2022-01-20,650.0,657.0,646.0,651.0,623.7973022460938,46474584
2022-01-21,644.0,646.0,637.0,641.0,614.2152709960938,49577684
2022-01-24,639.0,655.0,637.0,653.0,625.7136840820312,47134502
2022-01-25,643.0,645.0,638.0,641.0,614.2152709960938,52318736
2022-01-26,635.0,641.0,635.0,636.0,609.4241943359375,29957189
2022-02-07,644.0,644.0,631.0,635.0,608.4660034179688,56836469
2022-02-08,645.0,645.0,628.0,628.0,601.7584228515625,39718217
2022-02-09,635.0,637.0,630.0,633.0,606.5494384765625,30048791
2022-02-10,639.0,649.0,637.0,649.0,621.8809204101562,34587133
2022-02-11,646.0,650.0,642.0,650.0,622.8392333984375,26723278
2022-02-14,640.0,641.0,635.0,637.0,610.3824462890625,27826382
2022-02-15,633.0,639.0,633.0,633.0,606.5494384765625,21970460
2022-02-16,645.0,646.0,640.0,646.0,619.0062866210938,25191741
2022-02-17,644.0,646.0,641.0,645.0,618.048095703125,18135080
2022-02-18,638.0,639.0,636.0,637.0,610.3824462890625,20804191
2022-02-21,633.0,636.0,632.0,632.0,605.5911865234375,23797502
2022-02-22,628.0,630.0,625.0,627.0,600.8003540039062,34086593
2022-02-23,624.0,629.0,623.0,625.0,598.8837890625,31953054
2022-02-24,618.0,619.0,604.0,604.0,578.7614135742188,73663161
2022-02-25,600.0,609.0,600.0,604.0,578.7614135742188,89012516
2022-03-01,599.0,610.0,599.0,604.0,578.7614135742188,66720867
2022-03-02,601.0,605.0,600.0,601.0,575.88671875,40693457
2022-03-03,603.0,607.0,601.0,602.0,576.8449096679688,33792420
2022-03-04,595.0,597.0,592.0,595.0,570.1373901367188,55917115
2022-03-07,580.0,581.0,575.0,576.0,551.9313354492188,86496560
2022-03-08,561.0,570.0,561.0,563.0,539.474609375,79029914
2022-03-09,567.0,573.0,567.0,568.0,544.2655029296875,52155415
2022-03-10,585.0,589.0,582.0,587.0,562.4716796875,45630467
2022-03-11,581.0,582.0,574.0,575.0,550.9730834960938,38943098
2022-03-14,574.0,577.0,572.0,572.0,548.098388671875,33919577
2022-03-15,562.0,563.0,558.0,558.0,534.6835327148438,74092231
2022-03-16,564.0,565.0,555.0,558.0,537.3316040039062,43438327
2022-03-17,578.0,583.0,575.0,582.0,560.4426879882812,60959900
2022-03-18,582.0,582.0,576.0,581.0,559.4796142578125,46242430
2022-03-21,583.0,589.0,583.0,586.0,564.29443359375,21400273
2022-03-22,577.0,586.0,577.0,583.0,561.405517578125,20246949
2022-03-23,590.0,590.0,586.0,590.0,568.1463012695312,25902069
2022-03-24,587.0,592.0,585.0,591.0,569.1093139648438,20060758
2022-03-25,597.0,598.0,595.0,598.0,575.8500366210938,26122381
2022-03-28,581.0,586.0,580.0,584.0,562.3685302734375,26391576
2022-03-29,586.0,589.0,584.0,589.0,567.183349609375,14892032
2022-03-30,599.0,600.0,597.0,600.0,577.7759399414062,41230239
2022-03-31,602.0,602.0,594.0,597.0,574.8870849609375,22700114
2022-04-01,585.0,589.0,584.0,589.0,567.183349609375,29732696
2022-04-06,578.0,580.0,575.0,578.0,556.5908203125,37645873
2022-04-07,571.0,573.0,566.0,566.0,545.0352783203125,42904743
2022-04-08,567.0,570.0,566.0,567.0,545.9982299804688,28024587
2022-04-11,563.0,566.0,558.0,558.0,537.3316040039062,36820094
2022-04-12,554.0,564.0,552.0,557.0,536.36865234375,30671407
2022-04-13,564.0,576.0,563.0,573.0,551.7759399414062,35865970
2022-04-14,577.0,578.0,573.0,573.0,551.7759399414062,19056590
2022-04-15,562.0,566.0,561.0,562.0,541.1834716796875,28253360
2022-04-18,559.0,566.0,558.0,561.0,540.220458984375,15800959
2022-04-19,566.0,569.0,563.0,565.0,544.0723266601562,16614705
2022-04-20,570.0,570.0,562.0,570.0,548.8871459960938,27606307
2022-04-21,571.0,571.0,565.0,565.0,544.0723266601562,18383650
2022-04-22,558.0,559.0,557.0,558.0,537.3316040039062,29283846
2022-04-25,550.0,552.0,546.0,547.0,526.739013671875,43389591
2022-04-26,550.0,551.0,544.0,546.0,525.7760620117188,35825421
2022-04-27,530.0,532.0,526.0,526.0,506.516845703125,55941533
2022-04-28,530.0,532.0,523.0,531.0,511.3316955566406,45380836
2022-04-29,547.0,547.0,535.0,538.0,518.0723266601562,36664644
2022-05-03,538.0,540.0,530.0,531.0,511.3316955566406,26317509
2022-05-04,533.0,537.0,530.0,534.0,514.2205200195312,16569622
2022-05-05,543.0,544.0,539.0,542.0,521.9241943359375,20374772
2022-05-06,528.0,531.0,526.0,528.0,508.4428405761719,32467268
2022-05-09,523.0,524.0,520.0,520.0,500.7391052246094,23709774
2022-05-10,506.0,519.0,505.0,518.0,498.81317138671875,41679907
2022-05-11,518.0,526.0,518.0,521.0,501.7021484375,27157254
2022-05-12,516.0,518.0,505.0,505.0,486.2947082519531,32532963
2022-05-13,507.0,514.0,506.0,511.0,492.0724792480469,29074177
2022-05-16,521.0,524.0,518.0,520.0,500.7391052246094,21163106
2022-05-17,521.0,533.0,520.0,530.0,510.3687438964844,24496974
2022-05-18,541.0,541.0,534.0,538.0,518.0723266601562,30568176
2022-05-19,523.0,527.0,520.0,522.0,502.6650390625,29019751
2022-05-20,524.0,532.0,523.0,530.0,510.3687438964844,22651205
2022-05-23,533.0,534.0,528.0,528.0,508.4428405761719,17054170
2022-05-24,530.0,531.0,520.0,520.0,500.7391052246094,17802308
2022-05-25,522.0,529.0,520.0,524.0,504.59100341796875,22176476
2022-05-26,523.0,525.0,513.0,514.0,494.9613342285156,28327403
2022-05-27,524.0,530.0,522.0,530.0,510.3687438964844,27866643
2022-05-30,538.0,547.0,537.0,547.0,526.739013671875,34476433
2022-05-31,542.0,560.0,540.0,560.0,539.2574462890625,72405873
2022-06-01,550.0,555.0,548.0,549.0,528.6649780273438,29155176
2022-06-02,544.0,545.0,540.0,540.0,519.998291015625,21420890
2022-06-06,541.0,544.0,538.0,540.0,519.998291015625,17615003
2022-06-07,535.0,538.0,532.0,535.0,515.1835327148438,19497532
2022-06-08,539.0,545.0,538.0,544.0,523.8501586914062,18835521
2022-06-09,538.0,542.0,537.0,541.0,520.9612426757812,16338602
2022-06-10,530.0,533.0,529.0,530.0,510.3687438964844,21357130
2022-06-13,518.0,519.0,515.0,516.0,496.8872375488281,32854092
2022-06-14,507.0,514.0,507.0,513.0,493.9983825683594,36304444
2022-06-15,508.0,515.0,508.0,509.0,490.14654541015625,35680283
2022-06-16,515.0,516.0,507.0,508.0,491.84088134765625,26909199
2022-06-17,499.5,503.0,499.0,501.0,485.06353759765625,43566737
2022-06-20,500.0,502.0,495.0,498.0,482.15899658203125,34209693
2022-06-21,501.0,505.0,499.0,505.0,488.93634033203125,33223685
2022-06-22,501.0,503.0,494.5,494.5,478.77032470703125,31034893
2022-06-23,492.0,493.5,485.0,485.5,470.056640625,43548940
2022-06-24,489.5,492.5,485.5,486.5,471.0247802734375,27911980
2022-06-27,496.0,506.0,495.5,498.5,482.64306640625,37909718
2022-06-28,496.0,500.0,496.0,497.5,481.67486572265625,15274062
2022-06-29,496.0,498.5,491.0,491.0,475.3816223144531,30533789
2022-06-30,484.5,486.5,476.0,476.0,460.8587646484375,46311432
2022-07-01,471.5,474.0,452.5,453.5,439.07452392578125,61744377
2022-07-04,443.0,451.5,440.0,440.0,426.0039367675781,52445919
2022-07-05,449.5,451.5,433.0,446.0,431.81304931640625,50084244
2022-07-06,442.0,447.5,435.0,435.5,421.6470947265625,40549763
2022-07-07,442.0,459.0,438.5,457.5,442.947265625,48151202
2022-07-08,470.0,470.5,461.5,467.0,452.1451110839844,37897895
2022-07-11,468.0,470.5,461.0,462.0,447.3041687011719,21941710
2022-07-12,458.0,458.0,449.5,449.5,435.2017517089844,23036423
2022-07-13,470.5,473.0,466.0,470.5,455.53375244140625,44035695
2022-07-14,466.0,477.5,463.0,475.0,459.8905944824219,31936258
2022-07-15,481.0,494.0,477.0,492.5,476.8339538574219,51846909
2022-07-18,495.5,498.5,488.5,495.5,479.7384948730469,39179575
2022-07-19,487.5,493.0,486.5,491.0,475.3816223144531,19874865
2022-07-20,502.0,503.0,491.5,495.0,479.2544250488281,35436652
2022-07-21,496.0,501.0,494.0,501.0,485.06353759765625,22285593
2022-07-22,505.0,505.0,500.0,503.0,486.99993896484375,25216400
2022-07-25,500.0,503.0,498.0,499.5,483.61126708984375,15245346
2022-07-26,499.5,499.5,491.0,495.0,479.2544250488281,18024265
2022-07-27,494.0,502.0,491.0,502.0,486.03173828125,17166365
2022-07-28,509.0,509.0,499.0,501.0,485.06353759765625,33844011
2022-07-29,508.0,510.0,504.0,509.0,492.80908203125,29045617
2022-08-01,506.0,508.0,500.0,504.0,487.9681091308594,24117969
2022-08-02,494.0,496.0,488.5,492.0,476.349853515625,39838155
2022-08-03,494.0,501.0,493.0,501.0,485.06353759765625,27603474
2022-08-04,499.0,503.0,495.0,500.0,484.0953674316406,26027618
2022-08-05,509.0,516.0,507.0,516.0,499.58636474609375,32784279
2022-08-08,510.0,515.0,509.0,512.0,495.7136535644531,19333128
2022-08-09,507.0,511.0,504.0,510.0,493.77728271484375,21164373
2022-08-10,500.0,503.0,499.5,500.0,484.0953674316406,20861380
2022-08-11,513.0,514.0,510.0,514.0,497.6500244140625,23740033
2022-08-12,515.0,518.0,514.0,517.0,500.55462646484375,19535923
2022-08-15,520.0,524.0,519.0,523.0,506.3637390136719,21273166
2022-08-16,526.0,526.0,523.0,525.0,508.3001708984375,20720414
2022-08-17,524.0,527.0,521.0,527.0,510.23651123046875,27143102
2022-08-18,520.0,521.0,519.0,520.0,503.45916748046875,17831084
2022-08-19,519.0,523.0,517.0,519.0,502.490966796875,14022812
2022-08-22,511.0,514.0,510.0,512.0,495.7136535644531,11494000
2022-08-23,503.0,506.0,502.0,504.0,487.9681091308594,19191108
2022-08-24,504.0,508.0,503.0,503.0,486.99993896484375,14363212
2022-08-25,505.0,510.0,504.0,508.0,491.84088134765625,9357138
2022-08-26,513.0,515.0,511.0,512.0,495.7136535644531,12914846
2022-08-29,497.0,502.0,496.0,498.5,482.64306640625,26590824
2022-08-30,497.5,500.0,496.0,496.0,480.22259521484375,24214535
2022-08-31,492.0,505.0,492.0,505.0,488.93634033203125,39357089
2022-09-01,495.0,495.5,490.0,490.5,474.8975830078125,39168672
2022-09-02,488.0,489.5,485.0,485.0,469.572509765625,29982959
2022-09-05,485.0,488.0,484.0,486.0,470.5406799316406,15903415
2022-09-06,488.5,491.5,486.5,489.0,473.4452209472656,16700285
2022-09-07,477.0,478.0,472.0,472.5,457.4701232910156,34678562
2022-09-08,473.0,475.0,472.0,475.0,459.8905944824219,27931552
2022-09-12,485.0,491.0,485.0,486.5,471.0247802734375,21597212
2022-09-13,495.0,495.0,491.0,493.0,477.31805419921875,16507036
2022-09-14,478.5,482.5,476.0,480.0,464.7315673828125,22645714
2022-09-15,476.0,480.0,476.0,476.5,464.001220703125,23104850
2022-09-16,470.5,472.0,469.0,472.0,459.6192321777344,39087513
2022-09-19,472.0,473.0,466.5,467.0,454.75042724609375,17182380
2022-09-20,470.5,478.0,470.0,476.5,464.001220703125,19842582
2022-09-21,473.5,475.5,468.5,471.0,458.64544677734375,24154633
2022-09-22,462.0,468.0,459.0,464.5,452.31597900390625,29702508
2022-09-23,458.5,460.5,455.0,455.0,443.065185546875,29757787
2022-09-26,443.0,454.0,443.0,446.5,434.7881164550781,32342267
2022-09-27,449.0,451.5,446.0,448.0,436.248779296875,24961404
2022-09-28,447.0,449.0,438.0,438.0,426.5110778808594,34402652
2022-09-29,443.0,443.5,432.0,435.0,423.58978271484375,41094780
2022-09-30,424.5,427.5,422.0,422.0,410.9307556152344,48266800
2022-10-03,418.5,424.5,416.5,417.0,406.0618896484375,36044395
2022-10-04,429.5,432.0,427.0,429.0,417.7471618652344,40375000
2022-10-05,444.5,451.0,442.0,445.0,433.32745361328125,46496536
2022-10-06,450.5,451.0,447.0,451.0,439.1700744628906,30331834
2022-10-07,448.5,448.5,437.0,438.0,426.5110778808594,31941781
2022-10-11,408.0,412.5,401.0,401.5,390.9684753417969,95793819
2022-10-12,397.0,400.0,395.5,397.5,387.07342529296875,53570085
2022-10-13,400.5,403.0,395.0,395.0,384.6390075683594,38046284
2022-10-14,414.5,416.0,409.0,412.0,401.19305419921875,54504366
2022-10-17,400.0,403.5,396.0,397.0,386.5865173339844,41512192
2022-10-18,406.5,407.0,399.5,407.0,396.32421875,40093216
2022-10-19,404.0,405.0,395.5,395.5,385.1258850097656,46385177
2022-10-20,391.0,397.5,386.0,397.5,387.07342529296875,52938069
2022-10-21,395.5,398.5,389.5,389.5,379.2832336425781,35923505
2022-10-24,395.0,397.5,387.0,387.0,376.84881591796875,46714078
2022-10-25,380.0,382.5,371.0,371.0,361.2685241699219,76416687
2022-10-26,370.5,379.0,370.0,376.0,366.1373596191406,58850484
2022-10-27,384.5,389.0,382.5,385.5,375.3881530761719,45684455
2022-10-28,379.5,382.0,375.0,379.5,369.5455627441406,40184472
2022-10-31,386.0,390.0,381.0,390.0,379.7701416015625,38409054
2022-11-01,388.5,393.0,386.0,391.5,381.23077392578125,41426496
2022-11-02,391.0,395.0,388.5,395.0,384.6390075683594,22535650
2022-11-03,385.0,387.0,383.5,384.0,373.9275207519531,39731333
2022-11-04,381.0,384.5,378.5,382.0,371.97998046875,28397417
2022-11-07,390.0,393.0,387.0,390.0,379.7701416015625,35387706
2022-11-08,395.0,399.5,394.0,399.0,388.5340576171875,31838223
2022-11-09,403.5,417.0,403.5,417.0,406.0618896484375,52260831
2022-11-10,409.0,411.5,406.0,407.5,396.8111572265625,32044942
2022-11-11,441.5,442.0,435.0,441.5,429.91925048828125,80016195
2022-11-14,450.0,450.0,441.5,445.0,433.32745361328125,61933190
2022-11-15,465.0,487.0,462.0,480.0,467.409423828125,113379796
2022-11-16,491.5,494.0,481.5,487.0,474.2257995605469,85726375
2022-11-17,482.5,485.0,475.0,485.0,472.27825927734375,45144984
2022-11-18,491.5,494.0,486.0,487.0,474.2257995605469,35859717
2022-11-21,487.5,489.5,480.5,482.0,469.3569641113281,29710180
2022-11-22,476.0,491.0,476.0,491.0,478.120849609375,37343127
2022-11-23,494.5,496.0,488.5,492.0,479.09466552734375,33475337
2022-11-24,494.0,496.0,492.0,496.0,482.9897155761719,27396552
2022-11-25,494.0,498.0,494.0,498.0,484.937255859375,39949969
2022-11-28,486.0,490.0,480.5,480.5,467.89630126953125,38926919
2022-11-29,473.5,488.0,473.0,487.0,474.2257995605469,38182197
2022-11-30,483.0,490.0,482.5,490.0,477.1471252441406,57111603
2022-12-01,506.0,508.0,498.5,498.5,485.42413330078125,41746878
2022-12-02,490.0,497.0,490.0,492.5,479.58154296875,28319679
2022-12-05,491.5,497.5,489.0,489.0,476.17327880859375,28360444
2022-12-06,488.0,489.0,478.0,478.0,465.46185302734375,40561068
2022-12-07,477.0,485.5,475.0,475.0,462.5405578613281,36563503
2022-12-08,475.0,475.0,467.0,471.5,459.13232421875,27238567
2022-12-09,478.0,484.5,476.0,481.5,468.87005615234375,25915337
2022-12-12,476.5,478.0,473.5,475.0,462.5405578613281,20973334
2022-12-13,473.0,476.0,471.0,471.5,459.13232421875,33272826
2022-12-14,472.0,480.5,472.0,480.5,467.89630126953125,30636639
2022-12-15,476.0,481.5,474.5,480.5,470.5895690917969,24222008
2022-12-16,466.5,471.0,465.5,471.0,461.2854919433594,47601400
2022-12-19,466.5,469.5,465.0,466.5,456.8782958984375,21075559
2022-12-20,465.0,467.0,455.0,457.5,448.06396484375,31139235
2022-12-21,460.0,463.0,457.0,459.0,449.5329895019531,36182644
2022-12-22,466.5,469.0,464.0,468.0,458.3473815917969,14047382
2022-12-23,457.5,458.5,455.0,455.0,445.615478515625,24927413
2022-12-26,454.0,457.0,453.5,456.5,447.0845642089844,8793306
2022-12-27,458.0,462.5,457.0,457.0,447.5742492675781,10264001
2022-12-28,451.0,452.0,446.0,451.0,441.697998046875,32578949
2022-12-29,444.0,449.5,442.5,446.0,436.8011474609375,23020759
2022-12-30,455.0,456.5,448.5,448.5,439.24957275390625,21683478
